#code,long,cosphip,sinphip,gclat,gdlat,height,name
079,28.2288,0.9012,-0.43251,-25.6376,-25.788,1552.11,"Radcliffe Observatory, Pretoria"
080,28.9667,0.75566,0.65278,40.8222,41.0127,49.7094,Istanbul
081,27.8768,0.90127,-0.43225,-25.6224,-25.7728,1232.9,"Leiden Station, Johannesburg"
082,15.7561,0.66929,0.74063,47.8966,48.088,568.918,St. Polten
083,30.5056,0.63918,0.76651,50.1758,50.365,153.915,Golosseevo-Kiev
084,30.3274,0.50471,0.86041,59.6044,59.7721,85.3729,Pulkovo
085,30.5023,0.638,0.76749,50.2639,50.453,174.217,Kiev
086,30.7582,0.68987,0.72152,46.2846,46.4768,64.4626,Odessa
087,31.3411,0.86799,0.49495,29.6929,29.8588,105.642,Helwan
088,31.825,0.86741,0.49608,29.7656,29.9318,490.795,Kottomia
089,31.9747,0.68359,0.72743,46.7796,46.9716,50.7024,Nikolaev
090,8.25,0.645,0.762,49.7535,49.9431,1852.92,Mainz
091,4.20919,0.70363,0.708287,45.189,45.3814,466.891,"Observatoire de Nurol, Aurec sur Loire"
092,18.5546,0.60177,0.79601,52.9113,53.0963,93.5992,Torun-Piwnice
093,20.3647,0.3537,0.9322,69.222,69.3493,-136.311,Skibotn
094,33.9974,0.71565,0.6962,44.2107,44.4031,369.184,Crimea-Simeis
095,34.016,0.71172,0.70024,44.5342,44.7266,592.264,Crimea-Nauchnij
096,9.4283,0.69967,0.71215,45.5065,45.6988,362.024,Merate
097,34.7625,0.86165,0.50608,30.4273,30.5957,904.171,"Wise Observatory, Mitzpeh Ramon"
098,11.5688,0.6979,0.7141,45.6573,45.8496,1400.46,"Asiago Observatory, Cima Ekar"
099,25.53,0.483,0.873,61.0458,61.2085,1763.12,Lahti
100,24.13,0.462,0.884,62.4073,62.565,529.938,Ahtari
101,36.2322,0.64403,0.76246,49.8131,50.0027,120.522,Kharkov
102,36.7595,0.564841,0.822468,55.5201,55.6995,184.296,Zvenigorod
103,14.47,0.694,0.715,45.8539,46.0466,-11769.6,Ljubljana
104,10.8042,0.71985,0.69202,43.8708,44.063,965.26,San Marcello Pistoiese
105,37.5706,0.56403,0.82302,55.5765,55.7557,180.848,Moscow
106,14.0711,0.69662,0.71519,45.7536,45.9459,711.137,Crni Vrh
107,11.003,0.70998,0.70186,44.6705,44.8629,-3.22715,Cavezzo
108,11.0278,0.72367,0.68784,43.5459,43.7381,34.2315,Montelupo
109,3.0705,0.80241,0.59481,36.5488,36.7331,143.879,Algiers-Kouba
110,39.415,0.54316,0.83683,57.0137,57.1892,85.2618,Rostov
111,10.9721,0.72439,0.6871,43.4867,43.6788,92.4674,"Piazzano Observatory, Florence"
112,10.9039,0.70232,0.7095,45.2914,45.4838,115.34,"Pleiade Observatory, Verona"
113,13.0166,0.63502,0.77001,50.4879,50.6767,514.783,"Volkssternwarte Drebach, Schoenbrunn"
114,41.4277,0.72489,0.68702,43.4636,43.6557,2047.0,"Engelhardt Observatory, Zelenchukskaya Station"
115,41.4416,0.72492,0.68699,43.4612,43.6533,2053.36,Zelenchukskaya
116,11.5958,0.66893,0.74094,47.9239,48.1152,507.242,Giesing
117,11.5385,0.66897,0.74092,47.9214,48.1127,582.61,Sendling
118,17.274,0.66558,0.74394,48.182,48.3731,551.965,"Astronomical and Geophysical Observatory, Modra"
119,42.82,0.74731,0.66262,41.5626,41.7536,1581.08,Abastuman
120,13.7261,0.70489,0.70699,45.0852,45.2776,233.702,Visnjan
121,36.9369,0.64883,0.75842,49.4529,49.6429,184.062,"Kharkov University, Chuguevskaya Station"
122,3.5035,0.72017,0.69176,43.8473,44.0395,1279.14,Pises Observatory
123,44.2917,0.76352,0.64398,40.1455,40.3352,1490.12,Byurakan
124,2.255,0.72534,0.68612,43.4083,43.6005,163.846,Castres
125,44.7895,0.747594,0.662026,41.5262,41.7173,410.733,Tbilisi
126,9.7903,0.71893,0.69283,43.9409,44.1332,346.406,Monte Viseggi
127,6.9797,0.63385,0.77088,50.5715,50.7602,85.2409,Bornheim
128,46.0066,0.623279,0.779393,51.3507,51.5383,76.669,Saratov
129,45.92,0.777,0.628,38.9464,39.1346,2454.86,Ordubad
130,10.2407,0.700125,0.711807,45.474,45.6664,824.233,Lumezzane
131,4.725,0.7123,0.6996,44.4846,44.677,350.304,Observatoire de l'Ardeche
132,5.2461,0.71919,0.6926,43.921,44.1133,515.507,Bedoin
133,5.0906,0.72819,0.68309,43.1696,43.3617,55.2552,Les Tardieux
134,11.4842,0.6316,0.77277,50.7402,50.9286,371.343,Groszschwabhausen
135,49.121,0.56353,0.82334,55.6105,55.7897,74.5977,Kasan
136,48.8156,0.56282,0.82383,55.6601,55.8391,115.464,"Engelhardt Observatory, Kasan"
137,34.8147,0.84821,0.5279,31.8969,32.0698,53.4183,Givatayim Observatory
138,7.5717,0.6755,0.73494,47.4132,47.6049,246.072,Village-Neuf
139,7.1108,0.72526,0.68618,43.414,43.6062,58.282,Antibes
140,3.6294,0.69945,0.71241,45.5259,45.7183,569.182,Augerolles
141,7.3672,0.65646,0.75189,48.8764,49.067,281.372,Hottviller
142,7.1874,0.62156,0.78075,51.4765,51.6639,49.6306,Sinsen
143,9.02406,0.692986,0.71859,46.0392,46.2314,258.714,Gnosca
144,1.666,0.65549,0.75268,48.9482,49.1387,39.5659,Bray et Lu
145,4.5597,0.62734,0.77614,51.052,51.24,27.3792,'s-Gravenwezel
146,10.6673,0.71715,0.69487,44.096,44.2883,1281.59,Frignano
147,8.57391,0.70043,0.711392,45.4449,45.6372,291.222,Osservatorio Astronomico di Suno
148,2.0375,0.72481,0.68667,43.4522,43.6443,136.921,Guitalens
149,4.2236,0.65403,0.75396,49.0597,49.2501,133.77,Beine-Nauroy
150,2.1572,0.65806,0.75045,48.7529,48.9436,43.5545,Maisons Laffitte
151,8.744,0.67719,0.73346,47.2843,47.476,558.548,"Eschenberg Observatory, Winterthur"
152,25.5633,0.57036,0.81868,55.1357,55.316,205.326,Moletai Astronomical Observatory
153,9.1747,0.6608,0.74814,48.5472,48.7381,452.887,Stuttgart-Hoffeld
154,12.1043,0.68923,0.7225,46.35,46.5422,1789.8,Cortina
155,10.1971,0.55864,0.82664,55.9493,56.1276,56.2025,"Ole Romer Observatory, Aarhus"
156,15.0858,0.79431,0.60549,37.3177,37.5034,55.2231,Catania Astrophysical Observatory
157,12.8117,0.74166,0.66864,42.0361,42.2275,484.291,Frasso Sabino
158,7.6033,0.69871,0.71333,45.5932,45.7855,1479.16,Promiod
159,10.5153,0.72065,0.69115,43.803,43.9952,777.222,Monte Agliale
160,10.8414,0.722651,0.688913,43.6308,43.8231,76.9303,Castelmartini
161,8.1605,0.70725,0.70467,44.8953,45.0877,346.807,Cerrina Tololo Observatory
162,15.7805,0.75988,0.64808,40.4599,40.65,815.002,Potenza
163,6.1492,0.65017,0.75731,49.3531,49.5432,333.209,"Roeser Observatory, Luxembourg"
164,6.8861,0.66631,0.74325,48.1244,48.3156,358.456,St. Michel sur Meurthe
165,1.7553,0.74984,0.65946,41.3306,41.5215,249.778,"Piera Observatory, Barcelona"
166,16.0117,0.6373,0.76812,50.3179,50.5069,432.781,Upice
167,8.5727,0.67662,0.73398,47.3286,47.5203,547.532,Bulach Observatory
168,59.5472,0.54541,0.83541,56.8609,57.0368,272.008,Kourovskaya
169,8.4016,0.70737,0.70453,44.8848,45.0772,254.919,Airali Observatory
170,1.9206,0.75217,0.65711,41.1411,41.3318,1475.27,Observatorio de Begues
171,14.4697,0.81089,0.58327,35.7273,35.9099,125.147,"Flarestar Observatory, San Gwann"
172,7.0364,0.68593,0.72539,46.6016,46.7936,754.028,Onnens
173,55.5061,0.93464,-0.35447,-20.7696,-20.8976,152.12,"St. Clotilde, Reunion"
174,25.5131,0.46536,0.88219,62.1881,62.3466,204.2,"Nyrola Observatory, Jyvaskyla"
175,7.6083,0.6932,0.7188,46.0387,46.2309,2170.14,"F.-X. Bagnoud Observatory, St-Luc"
176,2.8225,0.77098,0.63475,39.4647,39.6537,105.468,Observatorio Astronomico de Consell
177,3.9414,0.72477,0.68669,43.4546,43.6468,40.3491,Le Cres
178,6.1344,0.69423,0.71745,45.9423,46.1346,505.671,Collonges
179,9.0175,0.69694,0.71507,45.7356,45.9279,1580.57,Monte Generoso
180,3.9519,0.72571,0.6857,43.3762,43.5684,26.4301,Mauguio
181,55.41,0.93288,-0.35941,-21.0701,-21.1995,991.992,"Observatoire des Makes, Saint-Louis"
182,55.2586,0.93394,-0.35634,-20.8841,-21.0126,248.279,"St. Paul, Reunion"
183,41.42,0.72496,0.68695,43.4579,43.65,2061.85,"Starlab Observatory, Karachay-Cherkessia"
184,6.0361,0.72081,0.69097,43.7892,43.9814,714.11,"Valmeca Observatory, Puimichel"
185,7.4219,0.67876,0.732,47.1612,47.353,478.499,Observatoire Astronomique Jurassien-Vicques
186,66.8821,0.77679,0.62781,38.9455,39.1338,651.076,Kitab
187,17.0733,0.61314,0.78735,52.0907,52.2771,122.938,"Astronomical Observatory, Borowiec"
188,66.8956,0.782059,0.621762,38.4858,38.6734,2578.2,Majdanak
189,6.1514,0.6934,0.71823,46.0077,46.2,428.14,Geneva (before 1967)
190,68.6819,0.78382,0.61909,38.303,38.4903,730.211,Gissar
191,68.7811,0.78306,0.62006,38.3737,38.5611,791.502,Dushanbe
192,69.2936,0.75213,0.65692,41.1344,41.3251,483.413,Tashkent
193,69.2178,0.78648,0.6161,38.0739,38.2608,2191.44,Sanglok
194,18.0094,0.91807,-0.39579,-23.3214,-23.4616,1778.27,Tivoli
195,11.4492,0.66804,0.74174,47.9926,48.1839,520.719,"Untermenzing Observatory, Munich"
196,7.3331,0.65296,0.7549,49.1414,49.3317,227.37,Homburg-Erbach
197,12.1836,0.71739,0.69434,44.0646,44.2569,17.8718,Bastia
198,8.75674,0.662195,0.746924,48.441,48.6319,501.675,Wildberg
199,2.438,0.66659,0.74294,48.1005,48.2917,70.0385,Buthiers
200,4.3036,0.63385,0.77088,50.5715,50.7602,85.2409,Beersel Hills Observatory
201,7.6033,0.69871,0.71332,45.5928,45.7851,1433.45,Jonathan B. Postel Observatory
202,5.8997,0.73137,0.67971,42.9033,43.0953,68.288,"Tamaris Observatoire, La Seyne sur Mer"
203,8.9964,0.7016,0.71022,45.3498,45.5422,173.488,GiaGa Observatory
204,8.7708,0.69765,0.7143,45.6756,45.8679,1205.4,Schiaparelli Observatory
205,11.2731,0.71478,0.69703,44.2797,44.4721,113.532,"Obs. Casalecchio di Reno, Bologna"
206,10.5667,0.4922,0.8677,60.4361,60.6009,758.038,"Haagaar Observatory, Eina"
207,9.3065,0.70156,0.71025,45.3527,45.5451,131.385,Osservatorio Antonio Grosso
208,9.5875,0.70893,0.70294,44.7569,44.9493,116.332,Rivalta
209,11.5688,0.6979,0.7141,45.6573,45.8496,1400.46,"Asiago Observatory, Cima Ekar-ADAS"
210,76.9573,0.73042,0.68104,42.9963,43.1883,1447.76,Alma-Ata
211,11.1764,0.72338,0.68815,43.5703,43.7625,65.3932,Scandicci
212,355.357,0.803253,0.593708,36.4692,36.6533,255.361,Observatorio La Dehesilla
213,2.38539,0.749843,0.659421,41.3288,41.5197,99.2118,Observatorio Montcabre
214,11.6569,0.66709,0.74258,48.0653,48.2566,478.888,Garching Observatory
215,10.7328,0.67021,0.73981,47.8259,48.0173,601.379,Buchloe
216,5.6914,0.65732,0.75114,48.8109,49.0016,265.399,Observatoire des Cote de Meuse
217,77.8711,0.730114,0.681643,43.0336,43.2255,2658.3,Assah
218,78.4541,0.95444,0.29768,17.3222,17.4318,530.179,Hyderabad
219,78.7283,0.95618,0.29216,16.9905,17.0983,678.798,Japal-Rangapur
220,78.8263,0.97627,0.21634,12.4948,12.5763,706.346,"Vainu Bappu Observatory, Kavalur"
221,16.3631,0.9196,-0.39228,-23.102,-23.2411,1863.9,"IAS Observatory, Hakos"
222,2.4939,0.66113,0.74777,48.519,48.7099,67.8194,Yerres-Canotiers
223,80.2464,0.97427,0.22465,12.9845,13.069,31.1893,Madras
224,7.50171,0.673178,0.737048,47.5932,47.7848,221.345,Ottmarsheim
225,288.825,0.7298,0.6814,43.0357,43.2277,137.513,Northwood Ridge Observatory
226,11.8858,0.70293,0.70888,45.2415,45.4339,25.8179,"Guido Ruggieri Observatory, Padua"
227,281.285,0.73683,0.67392,42.4467,42.6384,469.584,"OrbitJet Observatory, Colden"
228,13.875,0.70038,0.71147,45.45,45.6424,423.941,"Bruno Zugna Observatory, Trieste"
229,14.9743,0.75936,0.64857,40.5007,40.6908,336.204,"G. C. Gloriosi Astronomical Observatory, Salerno"
230,12.0133,0.6744,0.7363,47.5125,47.704,1931.24,Mt. Wendelstein Observatory
231,5.3983,0.64403,0.76253,49.8157,50.0053,462.557,Vesqueville
232,1.3317,0.75,0.6593,41.3176,41.5085,337.506,Masquefa Observatory
233,10.5403,0.72226,0.68931,43.6628,43.855,31.9793,"Sauro Donati Astronomical Observatory, San Vito"
234,1.12833,0.614951,0.785931,51.9586,52.1453,48.2843,Coddenham Observatory
235,13.1135,0.696669,0.714993,45.7437,45.936,25.5237,"CAST Observatory, Talmassons"
236,84.9465,0.5537,0.82995,56.2908,56.4683,136.721,Tomsk
237,2.7333,0.6822,0.7288,46.8916,47.0835,400.96,Baugy
238,10.9094,0.50204,0.86197,59.7821,59.9491,139.445,Grorudalen Optical Observatory
239,8.4114,0.64506,0.76159,49.7357,49.9254,97.9346,Trebur
240,8.83317,0.662308,0.746832,48.4326,48.6236,537.695,Herrenberg Sternwarte
241,13.47,0.66465,0.74474,48.2524,48.4435,430.558,Schaerding
242,1.6956,0.72681,0.6846,43.287,43.4791,282.047,Varennes
243,9.413,0.59572,0.8005,53.3439,53.5281,3.94459,"Umbrella Observatory, Fredenbeck"
246,14.2881,0.65922,0.74965,48.6726,48.8633,1061.64,Klet Observatory-KLENOT
251,293.247,0.949577,0.312734,18.2288,18.3434,504.24,Arecibo
252,243.205,0.817719,0.573979,35.0661,35.2472,1072.14,"Goldstone DSS 13, Fort Irwin"
253,243.11,0.815913,0.57651,35.2444,35.4259,1012.16,"Goldstone DSS 14, Fort Irwin"
254,288.511,0.736973,0.673692,42.4315,42.6232,155.729,"Haystack, Westford"
255,33.1869,0.705965,0.705886,44.9968,45.1892,62.8753,Evpatoria
256,280.16,0.784451,0.61832,38.2459,38.4331,826.871,Green Bank
257,243.125,0.816796,0.575252,35.1562,35.3376,958.026,"Goldstone DSS 25, Fort Irwin"
259,19.2259,0.349828,0.933688,69.4604,69.5865,89.743,EISCAT Tromso UHF
260,149.066,0.8556,-0.51626,-31.1063,-31.2768,1185.11,Siding Spring Observatory-DSS
261,243.14,0.836325,0.546877,33.1809,33.3573,1686.9,Palomar Mountain-DSS
262,289.266,0.87344,-0.486052,-29.0951,-29.2588,2345.37,"European Southern Observatory, La Silla-DSS"
266,204.523,0.941701,0.337237,19.7032,19.8256,4130.24,New Horizons KBO Search-Subaru
267,204.53,0.941705,0.337234,19.703,19.8253,4147.75,New Horizons KBO Search-CFHT
268,289.308,0.875516,-0.482342,-28.8514,-29.0143,2389.6,New Horizons KBO Search-Magellan/Clay
269,289.309,0.87551,-0.482349,-28.8519,-29.0148,2377.79,New Horizons KBO Search-Magellan/Baade
277,356.818,0.56158,0.82467,55.7461,55.9249,114.88,"Royal Observatory, Blackford Hill, Edinburgh"
278,116.449,0.76818,0.63809,39.7148,39.904,10.8477,"Peking, Transit of Venus site"
279,10.7282,0.631526,0.772827,50.7456,50.934,356.136,"Seeberg Observatory, Gotha (1787-1857)"
280,8.9118,0.60114,0.79646,52.9558,53.1407,-22.2086,Lilienthal
281,11.3522,0.71448,0.69733,44.304,44.4964,89.1735,Bologna
282,4.3603,0.72245,0.68912,43.6474,43.8396,66.4552,Nimes
283,8.8163,0.60204,0.79579,52.8914,53.0764,6.00112,Bremen
284,15.8311,0.60536,0.79329,52.6527,52.8382,34.9408,Driesen
285,2.3708,0.66135,0.74759,48.5027,48.6936,131.373,"Flammarion Observatory, Juvisy"
286,102.788,0.90694,0.42057,24.8783,25.0254,1948.22,Yunnan Observatory
290,250.108,0.842743,0.537438,32.5267,32.7013,3191.53,Mt. Graham-VATT
291,248.401,0.84947,0.52647,31.7891,31.9616,2032.18,LPL/Spacewatch II
292,285.106,0.7663,0.64033,39.8826,40.072,4.91792,"Burlington, New Jersey"
293,285.59,0.76936,0.63668,39.6093,39.7984,25.9997,Burlington remote site
294,285.847,0.76031,0.64739,40.4138,40.6038,30.9676,"Astrophysical Obs., College of Staten Island"
295,283.0,0.7789,0.6251,38.7485,38.9365,218.727,"Catholic University Observatory, Washington"
296,286.251,0.7365,0.6742,42.4713,42.663,131.501,"Dudley Observatory, Albany (after 1893)"
297,286.819,0.7203,0.6913,43.8231,44.0154,-163.794,Middlebury
298,287.341,0.74943,0.65988,41.3642,41.5552,68.7713,Van Vleck Observatory
299,107.616,0.99316,-0.11808,-6.78025,-6.82551,1287.05,"Bosscha Observatory, Lembang"
300,133.544,0.82337,0.56572,34.4921,34.672,427.424,Bisei Spaceguard Center-BATTeRS
301,288.847,0.70279,0.70926,45.2625,45.4549,1126.38,Mont Megantic
302,288.88,0.99,0.15,8.61565,8.67275,8768.47,University of the Andes station
303,289.13,0.9889,0.15185,8.72983,8.78772,3624.77,"OAN de Llano del Hato, Merida"
304,289.298,0.87559,-0.48217,-28.8407,-29.0036,2270.36,Las Campanas Observatory
305,109.551,0.82066,0.56963,34.765,34.9455,471.424,"Purple Mountain, Hainan Island station"
306,290.677,0.98477,0.17381,10.0095,10.0756,591.384,"Observatorio Taya Beixo, Barquisimeto"
309,289.596,0.909943,-0.414336,-24.4818,-24.6272,2637.14,Cerro Paranal
312,112.334,0.9574,0.2877,16.7256,16.832,-178.901,"Tsingtao field station, Xisha Islands"
318,115.691,0.85206,-0.5217,-31.4783,-31.65,36.4123,Quinns Rock
319,116.135,0.84883,-0.52702,-31.8352,-32.0079,428.018,"Perth Observatory, Perth-Lowell Telescope"
320,116.438,0.85859,-0.51102,-30.7605,-30.9299,249.129,Chiro Observatory
321,115.757,0.85078,-0.52378,-31.6184,-31.7905,67.0586,Craigie
322,116.134,0.84882,-0.52703,-31.836,-32.0087,407.74,"Perth Observatory, Bickley-MCT"
323,116.135,0.84882,-0.52703,-31.836,-32.0087,407.74,"Perth Observatory, Bickley"
324,116.328,0.76598,0.64072,39.9115,40.101,45.1939,"Peking Observatory, Shaho Station"
327,117.575,0.76278,0.6447,40.2044,40.3942,868.09,"Peking Observatory, Xinglong Station"
330,118.821,0.84828,0.52788,31.8938,32.0667,364.037,"Purple Mountain Observatory, Nanking"
333,249.524,0.84936,0.52642,31.79,31.9625,1268.13,Desert Eagle Observatory
334,120.32,0.80925,0.58552,35.887,36.07,94.7936,Tsingtao
337,121.184,0.85708,0.51348,30.926,31.0959,78.9669,"Sheshan, formerly Zo-Se"
340,135.485,0.82199,0.56762,34.6268,34.8069,100.153,Toyonaka
341,137.949,0.80669,0.58923,36.1455,36.329,893.892,Akashina
342,134.319,0.83425,0.54955,33.3743,33.5513,43.4163,Shishikui
343,127.126,0.78688,0.61507,38.0132,38.2001,130.155,Younchun
344,128.977,0.80841,0.58695,35.9817,36.1648,1142.98,Bohyunsan Optical Astronomy Observatory
345,128.458,0.80046,0.59773,36.7499,36.9346,1354.4,Sobaeksan Optical Astronomy Observatory
346,127.385,0.80474,0.59166,36.324,36.5079,86.8365,KNUE Astronomical Observatory
347,139.909,0.80417,0.59244,36.3794,36.5634,127.428,Utsunomiya-Imaizumi
348,135.267,0.81698,0.57475,35.1266,35.3079,64.3208,Ayabe
349,139.566,0.810402,0.583916,35.7737,35.9565,22.8751,Ageo
350,139.264,0.80504,0.59132,36.2981,36.4819,335.313,Kurohone
351,135.868,0.81939,0.57135,34.8876,35.0683,130.101,Sakamoto
352,136.178,0.82061,0.56963,34.7666,34.9471,210.02,Konan
353,135.065,0.82265,0.56669,34.5614,34.7414,174.836,Nishi Kobe
354,140.021,0.80109,0.59674,36.6828,36.8673,776.323,Kawachi
355,139.213,0.81618,0.5759,35.207,35.3884,145.987,Hadano
356,141.087,0.78319,0.6197,38.3528,38.5403,8.98836,Kogota
357,140.006,0.80807,0.58712,36.0011,36.1843,32.4602,Shimotsuma
358,140.159,0.78856,0.61296,37.8585,38.0451,251.607,Nanyo
359,135.172,0.82782,0.55912,34.0356,34.2143,25.4719,Wakayama
360,132.944,0.83314,0.55138,33.497,33.6743,608.791,Kuma Kogen
361,134.893,0.82649,0.56106,34.1705,34.3496,-14.1489,Sumoto
362,140.655,0.73673,0.67398,42.4531,42.6448,259.642,Ray Observatory
363,130.77,0.83416,0.54967,33.3829,33.56,-11.894,Yamada
364,130.575,0.85213,0.52164,31.4733,31.6449,215.695,YCPM Kagoshima Station
365,135.958,0.82597,0.56196,34.2299,34.4091,489.964,Uto Observatory
366,138.3,0.81147,0.58267,35.68,35.8625,879.041,Miyasaka Observatory
367,133.167,0.81504,0.57747,35.3182,35.5,29.4122,Yatsuka
368,138.812,0.81213,0.58191,35.6225,35.8048,1454.0,Ochiai
369,139.15,0.8101,0.5844,35.8064,35.9892,277.331,Chichibu
370,133.527,0.83424,0.54956,33.3751,33.5521,25.513,Kochi
